URL;ID;PRICE;OLDPRICE;BRAND;DESC;AVAIL;CAT;NAME;IMAGE;ATTRS COLOR;SIZE
https://guthastore.it/products/nike-daybreak-undercover-cj329400;4788446560388;;;NIKE;<p> Tomaia sintetica.Allacciatura frontale. Dettagli in pelle e camoscio Dettaglio logo Fondo in gomma Composizione: Principale: 100% Poliestere Dettagli: Vitello</p>;;Scarpe;Daybreak Undercover CJ329400;https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike_daybreak-1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-daybreak-undercover-cj329400-528006.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-daybreak-undercover-cj329400-524968.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-daybreak-undercover-cj329400-638898.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-daybreak-undercover-cj329400-737157.jpg;;Taglia
https://guthastore.it/products/nike-daybreak-undercover-cj329400?variant=33209913376900;33209913376900;120.75;;;;2;;35.5 EU;;;35.5 EU
https://guthastore.it/products/nike-lebron-vii-qs-cu5133600;4788446789764;;;NIKE;"<p>La Nike LeBron VII QS presenta una tomaia in pelle sintetica con Swoosh stampato a contrasto sul lato. La firma del campione LeBron James è visibile sia sulla linguetta in mesh con inserti in nabuk, sia sul tallone c'è la ""L"" iniziale su un lato e la ""J"" sull'altro lato. La punta è in pelle in tono con la tomaia, mentre la suola è in gomma con unità Max Air su tutta la lunghezza della suola. ";;;;;;
Tomaia in pelle e pelle sintetica Loghi stampati Firma LeBron James Suola Max Air.</p>;;Scarpe;Lebron VII QS CU5133600;https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike_lebron_vII-1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-lebron-vii-qs-cu5133600-723290.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-lebron-vii-qs-cu5133600-475799.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-lebron-vii-qs-cu5133600-959371.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/nike-lebron-vii-qs-cu5133600-921521.jpg;;Taglia;;;;;
https://guthastore.it/products/nike-lebron-vii-qs-cu5133600?variant=33209914392708;33209914392708;167.00;;;;0;;42 EU;;;42 EU
https://guthastore.it/products/nike-lebron-vii-qs-cu5133600?variant=33209914425476;33209914425476;167.00;;;;2;;42½ EU;;;42½ EU
https://guthastore.it/products/nike-lebron-vii-qs-cu5133600?variant=33209914458244;33209914458244;167.00;;;;1;;43 EU;;;43 EU
https://guthastore.it/products/nike-lebron-vii-qs-cu5133600?variant=33209914491012;33209914491012;167.00;;;;0;;44 EU;;;44 EU
https://guthastore.it/products/nike-lebron-vii-qs-cu5133600?variant=33209914523780;33209914523780;167.00;;;;0;;44½ EU;;;44½ EU
https://guthastore.it/products/nike-lebron-vii-qs-cu5133600?variant=33209914556548;33209914556548;167.00;;;;0;;45 EU;;;45 EU
